zone_id,industry_group,jobs
201084,Retail,98
201084,Hospitality,142
177011,Government,231
177011,Healthcare,480
177011,Manufacturing,116
177011,Education,15
177011,Professional Services,163
170681,Healthcare,444
170681,Professional Services,626
170681,Education,505
170681,Government,65
170681,Hospitality,247
32093,Retail,57
32093,Professional Services,444
32093,Government,134
32093,Healthcare,198
21003,Manufacturing,178
21003,Transportation,308
21003,Professional Services,293
21003,Hospitality,145
21003,Healthcare,179
21003,Government,176
188011,Professional Services,334
188011,Hospitality,76
188011,Manufacturing,174
188011,Government,1125
188011,Healthcare,2148
188011,Retail,616
185173,Hospitality,137
185173,Government,723
185173,Healthcare,181
185173,Education,35
202072,Professional Services,1133
202072,Government,352
202072,Healthcare,1961
202072,Retail,390
60002,Manufacturing,334
60002,Transportation,50
60002,Government,118
60002,Retail,152
87011,Manufacturing,417
87011,Professional Services,1052
87011,Retail,461
87011,Healthcare,983
83781,Education,661
83781,Transportation,489
83781,Hospitality,1318
83781,Government,4149
95103,Professional Services,9
95103,Transportation,33
95103,Government,60
95103,Healthcare,93
83483,Hospitality,79
83483,Manufacturing,43
83483,Transportation,655
83483,Professional Services,106
207081,Manufacturing,206
207081,Transportation,176
207081,Hospitality,131
207081,Professional Services,1459
207081,Retail,340
207081,Healthcare,727
27052,Transportation,104
27052,Government,741
27052,Healthcare,215
27052,Manufacturing,96
27052,Education,280
27052,Professional Services,69
198041,Hospitality,751
198041,Education,1025
198041,Retail,124
198041,Healthcare,625
90001,Transportation,166
90001,Education,333
90001,Hospitality,242
90001,Professional Services,55
90001,Retail,254
185231,Transportation,409
185231,Healthcare,611
185231,Manufacturing,441
185231,Retail,441
185231,Government,53
178131,Transportation,127
178131,Retail,11
178131,Professional Services,435
178131,Hospitality,413
178131,Manufacturing,586
170641,Hospitality,262
170641,Education,2983
170641,Government,24
170641,Professional Services,1305
170641,Transportation,598
178013,Hospitality,497
178013,Government,150
178013,Retail,1202
178013,Education,423
201093,Education,401
201093,Government,226
201093,Healthcare,664
201093,Manufacturing,315
201093,Transportation,844
208072,Retail,516
208072,Healthcare,463
208072,Manufacturing,66
208072,Transportation,203
202024,Manufacturing,348
202024,Government,47
202024,Hospitality,80
202024,Professional Services,17
202024,Education,674
200172,Manufacturing,849
200172,Transportation,138
200172,Healthcare,126
200172,Professional Services,112
149021,Professional Services,454
149021,Healthcare,157
149021,Manufacturing,932
149021,Government,64
149021,Retail,971
85041,Transportation,112
85041,Professional Services,17
85041,Retail,1101
85041,Education,8
85091,Healthcare,358
85091,Education,142
85091,Manufacturing,397
85091,Transportation,823
85091,Hospitality,430
85091,Professional Services,196
91042,Healthcare,685
91042,Retail,1244
91042,Hospitality,691
91042,Manufacturing,9085
213061,Hospitality,1455
213061,Government,1552
213061,Transportation,490
213061,Healthcare,218
213061,Retail,245
148031,Hospitality,70
148031,Professional Services,334
148031,Manufacturing,325
148031,Government,200
148031,Education,199
148031,Transportation,219
186172,Government,4435
186172,Hospitality,21
186172,Professional Services,657
186172,Manufacturing,217
200321,Professional Services,21
200321,Government,102
200321,Education,245
200321,Healthcare,6
200321,Retail,751
200321,Manufacturing,128
208071,Transportation,39
208071,Government,109
208071,Professional Services,60
208071,Retail,7
208071,Hospitality,74
135043,Professional Services,135
135043,Education,120
135043,Healthcare,77
135043,Hospitality,59
135043,Transportation,204
135043,Government,135
203082,Healthcare,25
203082,Professional Services,57
203082,Retail,2
203082,Transportation,149
203082,Hospitality,2
203082,Manufacturing,101
68012,Education,107
68012,Hospitality,194
68012,Healthcare,688
68012,Professional Services,93
68012,Transportation,117
68012,Retail,118
32121,Government,114
32121,Professional Services,119
32121,Hospitality,1352
32121,Healthcare,254
133201,Professional Services,877
133201,Transportation,237
133201,Hospitality,2019
133201,Education,2698
133201,Retail,2344
203111,Manufacturing,168
203111,Professional Services,1641
203111,Transportation,31
203111,Healthcare,587
102023,Healthcare,207
102023,Manufacturing,1137
102023,Education,64
102023,Transportation,75
21001,Transportation,1420
21001,Manufacturing,350
21001,Government,478
21001,Professional Services,22
21001,Retail,384
21001,Healthcare,1160
54023,Government,15
54023,Education,14
54023,Manufacturing,162
54023,Professional Services,2
54023,Retail,8
54023,Hospitality,46
83513,Education,304
83513,Hospitality,1580
83513,Government,14
83513,Professional Services,265
83513,Healthcare,73
190013,Manufacturing,1933
190013,Hospitality,57
190013,Government,726
190013,Professional Services,169
190013,Healthcare,733
80062,Healthcare,157
80062,Manufacturing,82
80062,Education,124
80062,Hospitality,60
80062,Retail,54
170414,Healthcare,65
170414,Professional Services,126
170414,Education,18
170414,Government,775
170414,Transportation,684
170414,Hospitality,3394
150022,Hospitality,452
150022,Transportation,195
150022,Government,734
150022,Retail,555
150022,Education,516
96031,Transportation,33
96031,Government,25
96031,Professional Services,473
96031,Retail,705
96031,Education,7
134223,Healthcare,965
134223,Transportation,502
134223,Retail,687
134223,Manufacturing,157
134223,Government,885
9023,Manufacturing,5564
9023,Healthcare,2860
9023,Transportation,1974
9023,Retail,3557
183022,Education,832
183022,Hospitality,769
183022,Transportation,3
183022,Professional Services,52
183022,Manufacturing,474
83591,Healthcare,511
83591,Manufacturing,156
83591,Hospitality,815
83591,Government,604
83591,Retail,175
192053,Manufacturing,298
192053,Hospitality,335
192053,Education,371
192053,Professional Services,190
192053,Government,2
207071,Healthcare,190
207071,Education,66
207071,Government,420
207071,Manufacturing,165
78005,Government,1123
78005,Manufacturing,394
78005,Healthcare,554
78005,Hospitality,1101
78005,Education,645
170703,Manufacturing,335
170703,Hospitality,21
170703,Education,290
170703,Government,74
170703,Healthcare,107
170703,Retail,10
170223,Transportation,176
170223,Education,21
170223,Retail,1223
170223,Healthcare,508
91014,Professional Services,119
91014,Hospitality,93
91014,Transportation,104
91014,Education,342
91014,Healthcare,457
91014,Government,60
165042,Healthcare,1989
165042,Hospitality,71
165042,Transportation,60
165042,Retail,270
165042,Government,392
133072,Retail,36
133072,Healthcare,402
133072,Education,439
133072,Manufacturing,1037
133072,Professional Services,443
133072,Hospitality,83
157042,Transportation,2279
157042,Hospitality,32
157042,Healthcare,1298
157042,Government,991
34031,Government,419
34031,Healthcare,617
34031,Professional Services,52
34031,Retail,41
34031,Education,14
147012,Government,13
147012,Manufacturing,566
147012,Professional Services,74
147012,Healthcare,125
147012,Retail,640
169014,Government,107
169014,Professional Services,281
169014,Hospitality,97
169014,Healthcare,132
169014,Manufacturing,132
98044,Education,110
98044,Hospitality,378
98044,Manufacturing,78
98044,Government,471
98044,Retail,174
17003,Professional Services,634
17003,Government,236
17003,Hospitality,864
17003,Education,806
20012,Healthcare,450
20012,Education,1318
20012,Retail,822
20012,Government,982
100161,Education,33
100161,Professional Services,219
100161,Transportation,318
100161,Healthcare,218
36033,Hospitality,854
36033,Retail,1950
36033,Government,434
36033,Transportation,717
91013,Healthcare,147
91013,Manufacturing,639
91013,Government,1868
91013,Transportation,2651
91013,Hospitality,820
142002,Retail,52
142002,Government,515
142002,Professional Services,1434
142002,Manufacturing,489
142002,Healthcare,132
98042,Retail,2489
98042,Hospitality,3381
98042,Professional Services,921
98042,Education,1096
98042,Manufacturing,1069
98042,Transportation,833
83691,Hospitality,192
83691,Healthcare,56
83691,Education,514
83691,Transportation,25
83691,Retail,114
4003,Manufacturing,45
4003,Transportation,37
4003,Education,101
4003,Government,154
4003,Professional Services,253
101042,Government,4
101042,Education,78
101042,Professional Services,124
101042,Hospitality,160
27084,Hospitality,362
27084,Professional Services,598
27084,Healthcare,1873
27084,Government,846
27084,Retail,2741
27084,Education,530
133121,Manufacturing,238
133121,Government,190
133121,Healthcare,627
133121,Education,75
133121,Transportation,1242
133121,Retail,887
29053,Education,784
29053,Retail,148
29053,Healthcare,111
29053,Manufacturing,548
29053,Hospitality,7
29053,Government,123
170371,Hospitality,435
170371,Government,227
170371,Retail,151
170371,Healthcare,1280
170371,Professional Services,52
170371,Education,181
100182,Healthcare,69
100182,Education,42
100182,Transportation,508
100182,Government,37
158022,Professional Services,1572
158022,Hospitality,2194
158022,Transportation,6625
158022,Healthcare,365
158022,Retail,4986
158022,Government,595
98052,Manufacturing,507
98052,Retail,42
98052,Healthcare,1123
98052,Professional Services,359
92042,Healthcare,179
92042,Education,683
92042,Government,82
92042,Professional Services,636
92042,Hospitality,414
83643,Healthcare,1651
83643,Education,123
83643,Government,551
83643,Retail,569
83643,Hospitality,299
83643,Transportation,282
83032,Professional Services,606
83032,Education,1249
83032,Retail,372
83032,Government,561
202101,Retail,751
202101,Government,376
202101,Healthcare,121
202101,Hospitality,964
199021,Retail,67
199021,Government,244
199021,Transportation,246
199021,Hospitality,318
199021,Manufacturing,12
133031,Manufacturing,1004
133031,Government,219
133031,Retail,1096
133031,Hospitality,445
139092,Government,2818
139092,Healthcare,3686
139092,Professional Services,2240
139092,Retail,1092
161002,Government,1481
161002,Transportation,1916
161002,Education,2620
161002,Professional Services,52
97062,Professional Services,3861
97062,Government,718
97062,Education,814
97062,Hospitality,1263
97062,Retail,672
97062,Manufacturing,258
148033,Retail,291
148033,Professional Services,177
148033,Government,219
148033,Transportation,453
103004,Manufacturing,19
103004,Transportation,63
103004,Hospitality,373
103004,Healthcare,287
123032,Education,735
123032,Hospitality,302
123032,Transportation,122
123032,Government,456
96043,Transportation,1388
96043,Hospitality,75
96043,Manufacturing,36
96043,Professional Services,402
83011,Retail,1108
83011,Healthcare,435
83011,Manufacturing,1421
83011,Education,933
83011,Hospitality,943
200371,Transportation,124
200371,Education,17
200371,Professional Services,47
200371,Healthcare,47
200371,Manufacturing,158
75021,Hospitality,802
75021,Retail,1352
75021,Manufacturing,3167
75021,Transportation,1841
116011,Healthcare,273
116011,Professional Services,260
116011,Manufacturing,70
116011,Hospitality,125
116011,Transportation,286
116011,Government,554
200313,Hospitality,404
200313,Education,64
200313,Professional Services,185
200313,Healthcare,578
83472,Education,260
83472,Transportation,201
83472,Government,86
83472,Retail,180
165021,Manufacturing,58
165021,Government,22
165021,Transportation,9
165021,Professional Services,167
165021,Retail,17
165021,Healthcare,134
32012,Transportation,207
32012,Retail,48
32012,Professional Services,1780
32012,Government,427
32012,Healthcare,56
32012,Hospitality,1274
129001,Retail,92
129001,Education,83
129001,Manufacturing,901
129001,Transportation,204
129001,Professional Services,9
129001,Healthcare,643
91031,Transportation,241
91031,Government,283
91031,Education,13
91031,Professional Services,29
161003,Healthcare,17
161003,Hospitality,206
161003,Manufacturing,61
161003,Retail,181
161003,Professional Services,98
31092,Retail,156
31092,Education,140
31092,Transportation,155
31092,Healthcare,414
31092,Hospitality,471
200411,Healthcare,2056
200411,Hospitality,2529
200411,Government,633
200411,Retail,1982
200411,Professional Services,920
85024,Education,301
85024,Retail,417
85024,Government,228
85024,Professional Services,228
85024,Hospitality,16
85024,Manufacturing,239
46001,Healthcare,122
46001,Education,64
46001,Hospitality,91
46001,Retail,190
132032,Transportation,325
132032,Government,183
132032,Education,303
132032,Manufacturing,47
132032,Professional Services,360
132032,Healthcare,231
43001,Professional Services,212
43001,Retail,242
43001,Government,54
43001,Healthcare,75
43001,Manufacturing,832
134184,Education,63
134184,Professional Services,24
134184,Retail,25
134184,Manufacturing,19
134184,Government,23
134184,Transportation,6
124023,Healthcare,302
124023,Government,100
124023,Hospitality,1188
124023,Education,132
199051,Healthcare,193
199051,Education,62
199051,Hospitality,19
199051,Professional Services,52
199051,Transportation,1143
85121,Education,1153
85121,Transportation,586
85121,Professional Services,227
85121,Manufacturing,98
85121,Government,1266
85121,Retail,54
164041,Retail,4359
164041,Healthcare,915
164041,Transportation,1988
164041,Professional Services,2286
100171,Education,1440
100171,Professional Services,2481
100171,Manufacturing,247
100171,Hospitality,810
100171,Transportation,6
206024,Hospitality,310
206024,Transportation,415
206024,Education,173
206024,Government,284
206024,Healthcare,222
206024,Professional Services,15
148044,Government,129
148044,Healthcare,276
148044,Professional Services,8
148044,Manufacturing,79
148044,Retail,46
148044,Transportation,131
189044,Hospitality,2920
189044,Retail,3026
189044,Manufacturing,4493
189044,Government,517
189044,Healthcare,7368
136052,Healthcare,60
136052,Retail,700
136052,Professional Services,277
136052,Transportation,660
136052,Hospitality,210
184001,Retail,516
184001,Healthcare,239
184001,Government,146
184001,Professional Services,582
184001,Transportation,348
61001,Manufacturing,428
61001,Education,24
61001,Healthcare,1158
61001,Government,118
61001,Hospitality,41
143001,Healthcare,573
143001,Hospitality,414
143001,Manufacturing,51
143001,Government,466
143001,Transportation,444
143001,Retail,213
186181,Retail,499
186181,Healthcare,252
186181,Transportation,683
186181,Education,154
186132,Retail,43
186132,Government,231
186132,Professional Services,252
186132,Education,128
186132,Hospitality,424
13023,Hospitality,47
13023,Government,46
13023,Healthcare,249
13023,Manufacturing,181
13023,Professional Services,582
170211,Transportation,812
170211,Hospitality,35
170211,Education,355
170211,Professional Services,554
134122,Transportation,165
134122,Government,534
134122,Manufacturing,173
134122,Healthcare,236
30013,Retail,54
30013,Hospitality,15
30013,Government,68
30013,Healthcare,273
30013,Education,483
30013,Professional Services,58
55001,Healthcare,667
55001,Professional Services,378
55001,Retail,375
55001,Hospitality,83
55001,Manufacturing,151
55001,Education,337
133253,Hospitality,215
133253,Government,1037
133253,Retail,20
133253,Manufacturing,90
133253,Professional Services,75
83301,Government,1015
83301,Education,105
83301,Manufacturing,187
83301,Hospitality,5692
165043,Education,8
165043,Government,34
165043,Transportation,6
165043,Manufacturing,118
202114,Retail,139
202114,Transportation,200
202114,Hospitality,1172
202114,Manufacturing,663
202114,Government,339
202114,Education,2316
45013,Healthcare,27
45013,Retail,1507
45013,Education,1052
45013,Professional Services,1424
45013,Manufacturing,1541
83683,Government,35
83683,Professional Services,98
83683,Healthcare,49
83683,Manufacturing,12
83683,Retail,34
83683,Education,53
197022,Transportation,493
197022,Retail,97
197022,Education,10
197022,Healthcare,224
197022,Hospitality,67
197022,Professional Services,436
186193,Healthcare,377
186193,Transportation,240
186193,Hospitality,259
186193,Professional Services,418
87023,Professional Services,373
87023,Retail,104
87023,Transportation,32
87023,Manufacturing,0
170571,Transportation,47
170571,Hospitality,95
170571,Professional Services,40
170571,Healthcare,299
170571,Education,248
170571,Retail,170
27103,Government,61
27103,Hospitality,113
27103,Manufacturing,64
27103,Professional Services,314
27103,Education,22
27103,Healthcare,91
196012,Transportation,1284
196012,Professional Services,651
196012,Government,5964
196012,Healthcare,852
133222,Retail,697
133222,Education,2016
133222,Manufacturing,1431
133222,Hospitality,53
79052,Professional Services,2934
79052,Hospitality,35
79052,Transportation,428
79052,Education,2281
166161,Retail,1784
166161,Professional Services,206
166161,Manufacturing,645
166161,Education,827
208012,Professional Services,125
208012,Retail,170
208012,Transportation,105
208012,Government,254
135053,Government,7
135053,Manufacturing,37
135053,Education,34
135053,Retail,1004
135053,Hospitality,5
135053,Professional Services,41
196013,Professional Services,455
196013,Government,1103
196013,Hospitality,212
196013,Manufacturing,638
196013,Healthcare,401
170332,Transportation,11
170332,Professional Services,246
170332,Manufacturing,1
170332,Retail,263
170332,Hospitality,80
170332,Healthcare,1
170394,Manufacturing,1596
170394,Healthcare,909
170394,Government,446
170394,Hospitality,484
192103,Professional Services,424
192103,Education,207
192103,Manufacturing,146
192103,Healthcare,386
192103,Transportation,293
83112,Retail,295
83112,Education,120
83112,Transportation,617
83112,Healthcare,258
170521,Hospitality,539
170521,Transportation,92
170521,Government,1030
170521,Retail,120
170521,Professional Services,1488
170521,Healthcare,159
202022,Hospitality,362
202022,Healthcare,954
202022,Professional Services,163
202022,Transportation,524
202022,Manufacturing,622
202022,Retail,73
101061,Hospitality,53
101061,Transportation,270
101061,Retail,596
101061,Professional Services,182
101061,Manufacturing,206
149022,Hospitality,93
149022,Professional Services,2712
149022,Education,667
149022,Retail,610
149022,Government,1050
125022,Government,135
125022,Retail,170
125022,Professional Services,114
125022,Education,78
125022,Hospitality,118
125022,Manufacturing,70
170451,Manufacturing,608
170451,Professional Services,189
170451,Healthcare,568
170451,Transportation,1763
170451,Government,19
83672,Retail,242
83672,Education,183
83672,Healthcare,925
83672,Transportation,534
83672,Manufacturing,1200
135031,Manufacturing,413
135031,Retail,31
135031,Education,308
135031,Government,37
135031,Hospitality,578
151002,Retail,320
151002,Transportation,432
151002,Government,431
151002,Manufacturing,568
151002,Education,647
151002,Hospitality,27
83761,Education,117
83761,Manufacturing,76
83761,Hospitality,72
83761,Professional Services,241
83761,Healthcare,76
83761,Government,4
221012,Hospitality,1612
221012,Transportation,628
221012,Retail,1074
221012,Education,839
83711,Hospitality,809
83711,Transportation,464
83711,Professional Services,225
83711,Education,33
170712,Manufacturing,278
170712,Transportation,202
170712,Retail,10
170712,Education,384
170712,Professional Services,256
74023,Manufacturing,2447
74023,Healthcare,1429
74023,Professional Services,560
74023,Government,211
198033,Retail,10
198033,Government,265
198033,Healthcare,267
198033,Manufacturing,216
198033,Education,201
200171,Government,3
200171,Hospitality,23
200171,Retail,88
200171,Healthcare,135
200171,Professional Services,123
200171,Manufacturing,136
56022,Government,304
56022,Transportation,103
56022,Retail,15
56022,Healthcare,23
93051,Education,100
93051,Healthcare,468
93051,Hospitality,340
93051,Transportation,589
93051,Government,864
93051,Professional Services,759
83245,Hospitality,51
83245,Retail,148
83245,Government,101
83245,Education,219
83245,Professional Services,51
110001,Transportation,1930
110001,Professional Services,217
110001,Healthcare,615
110001,Manufacturing,248
110001,Government,3308
110001,Education,2455
201052,Healthcare,93
201052,Hospitality,18
201052,Professional Services,14
201052,Government,88
201052,Transportation,66
136041,Manufacturing,612
136041,Education,4302
136041,Healthcare,2850
136041,Transportation,559
149013,Hospitality,95
149013,Transportation,776
149013,Healthcare,200
149013,Retail,548
149013,Manufacturing,191
149013,Education,376
31051,Government,997
31051,Education,297
31051,Healthcare,137
31051,Manufacturing,7
31051,Transportation,219
203091,Transportation,55
203091,Government,47
203091,Manufacturing,456
203091,Professional Services,270
203091,Hospitality,280
161001,Education,485
161001,Transportation,89
161001,Government,426
161001,Manufacturing,95
161001,Retail,164
161001,Healthcare,1331
111001,Government,475
111001,Hospitality,223
111001,Education,777
111001,Retail,273
186161,Professional Services,168
186161,Transportation,1306
186161,Hospitality,1847
186161,Manufacturing,1280
186161,Government,278
133022,Transportation,2
133022,Healthcare,647
133022,Retail,650
133022,Hospitality,706
186013,Hospitality,310
186013,Education,36
186013,Manufacturing,138
186013,Professional Services,301
186013,Government,783
186013,Transportation,503
100031,Government,352
100031,Hospitality,19
100031,Education,159
100031,Manufacturing,379
100031,Retail,363
100031,Professional Services,30
168131,Education,603
168131,Manufacturing,347
168131,Government,276
168131,Healthcare,13
168131,Hospitality,406
168131,Professional Services,72
140011,Manufacturing,347
140011,Hospitality,876
140011,Professional Services,142
140011,Healthcare,634
140011,Government,385
134142,Healthcare,64
134142,Retail,85
134142,Government,121
134142,Professional Services,112
134142,Manufacturing,5
209042,Healthcare,126
209042,Hospitality,105
209042,Retail,17
209042,Government,200
209042,Transportation,61
209042,Manufacturing,28
148051,Education,1509
148051,Professional Services,1139
148051,Manufacturing,687
148051,Government,195
200294,Professional Services,305
200294,Retail,333
200294,Hospitality,629
200294,Education,165
200294,Healthcare,297
200294,Transportation,379
164042,Hospitality,703
164042,Manufacturing,188
164042,Retail,449
164042,Professional Services,186
164042,Healthcare,6
191071,Professional Services,625
191071,Manufacturing,314
191071,Hospitality,444
191071,Retail,455
95112,Professional Services,142
95112,Manufacturing,196
95112,Retail,377
95112,Transportation,1758
209043,Retail,234
209043,Manufacturing,167
209043,Education,159
209043,Transportation,33
209043,Government,42
209043,Hospitality,478
188052,Transportation,165
188052,Government,348
188052,Healthcare,196
188052,Education,188
123042,Hospitality,899
123042,Government,698
123042,Professional Services,379
123042,Manufacturing,39
123042,Education,142
186012,Retail,75
186012,Education,127
186012,Healthcare,29
186012,Government,343
186012,Manufacturing,176
178113,Hospitality,678
178113,Transportation,1012
178113,Education,452
178113,Manufacturing,387
178113,Retail,46
178113,Government,36
31032,Retail,139
31032,Government,77
31032,Transportation,135
31032,Manufacturing,39
93073,Manufacturing,64
93073,Government,3048
93073,Retail,640
93073,Education,214
93073,Hospitality,599
105024,Retail,381
105024,Healthcare,34
105024,Government,1018
105024,Manufacturing,739
105024,Professional Services,594
40004,Retail,29
40004,Manufacturing,590
40004,Government,318
40004,Professional Services,168
40004,Healthcare,1171
95052,Hospitality,2212
95052,Healthcare,31
95052,Manufacturing,565
95052,Government,1570
170441,Healthcare,1134
170441,Hospitality,721
170441,Retail,223
170441,Manufacturing,6016
73023,Professional Services,834
73023,Retail,241
73023,Manufacturing,237
73023,Healthcare,2668
73023,Government,525
58011,Professional Services,77
58011,Manufacturing,15
58011,Education,127
58011,Retail,127
133182,Education,22
133182,Manufacturing,260
133182,Healthcare,3
133182,Government,288
170374,Government,33
170374,Healthcare,67
170374,Professional Services,822
170374,Education,108
186163,Transportation,694
186163,Government,200
186163,Manufacturing,559
186163,Professional Services,399
100032,Retail,2111
100032,Professional Services,88
100032,Transportation,291
100032,Healthcare,275
100032,Hospitality,117
185091,Retail,415
185091,Professional Services,182
185091,Healthcare,69
185091,Government,82
185091,Hospitality,192
146023,Transportation,528
146023,Manufacturing,1
146023,Professional Services,665
146023,Government,176
146023,Retail,296
146023,Education,474
85033,Government,42
85033,Retail,481
85033,Transportation,209
85033,Education,128
85033,Healthcare,56
166093,Hospitality,63
166093,Healthcare,419
166093,Retail,106
166093,Education,348
166093,Government,1
166093,Transportation,106
133213,Education,46
133213,Government,231
133213,Manufacturing,135
133213,Transportation,43
133213,Hospitality,39
133213,Retail,15
208051,Transportation,32
208051,Professional Services,301
208051,Government,15
208051,Retail,51
208051,Healthcare,286
208051,Hospitality,103
153022,Healthcare,75
153022,Retail,214
153022,Transportation,91
153022,Hospitality,157
200332,Healthcare,84
200332,Manufacturing,214
200332,Hospitality,123
200332,Government,74
200332,Education,256
83641,Manufacturing,264
83641,Professional Services,2052
83641,Government,58
83641,Healthcare,462
83641,Retail,1830
85122,Healthcare,75
85122,Retail,414
85122,Manufacturing,9
85122,Professional Services,232
85122,Education,4
85122,Transportation,34
179011,Retail,1260
179011,Government,3218
179011,Professional Services,534
179011,Healthcare,11353
179011,Manufacturing,748
179011,Hospitality,2212
85022,Healthcare,1164
85022,Education,726
85022,Professional Services,727
85022,Government,67
85022,Transportation,107
85022,Retail,28
85061,Retail,54
85061,Transportation,902
85061,Government,272
85061,Manufacturing,349
85061,Healthcare,163
85061,Hospitality,395
153021,Government,263
153021,Healthcare,155
153021,Professional Services,75
153021,Manufacturing,342
68021,Education,401
68021,Retail,644
68021,Transportation,1617
68021,Government,48
68021,Healthcare,174
68021,Manufacturing,512
186091,Transportation,444
186091,Education,67
186091,Professional Services,57
186091,Manufacturing,43
186091,Healthcare,284
186091,Government,183
146022,Transportation,514
146022,Professional Services,125
146022,Education,295
146022,Healthcare,572
146022,Manufacturing,512
101091,Hospitality,637
101091,Healthcare,2177
101091,Professional Services,13193
101091,Transportation,2100
53021,Government,63
53021,Healthcare,283
53021,Professional Services,1249
53021,Hospitality,63
186192,Manufacturing,740
186192,Healthcare,86
186192,Retail,839
186192,Government,2227
186192,Hospitality,1195
189034,Professional Services,80
189034,Government,543
189034,Healthcare,71
189034,Retail,129
189034,Manufacturing,6
189034,Education,131
133161,Retail,611
133161,Transportation,427
133161,Government,592
133161,Hospitality,122
202091,Healthcare,260
202091,Transportation,1973
202091,Professional Services,642
202091,Manufacturing,4118
202091,Government,1906
180004,Hospitality,643
180004,Education,97
180004,Manufacturing,155
180004,Transportation,7
180004,Government,125
100111,Government,2348
100111,Manufacturing,762
100111,Transportation,654
100111,Healthcare,1269
100111,Hospitality,2241
100111,Education,1964
208111,Healthcare,75
208111,Professional Services,399
208111,Manufacturing,1720
208111,Government,680
208111,Education,545
2012,Hospitality,58
2012,Retail,132
2012,Education,577
2012,Government,323
170523,Retail,74
170523,Professional Services,501
170523,Manufacturing,417
170523,Education,864
170523,Transportation,1338
202081,Retail,2499
202081,Education,292
202081,Hospitality,116
202081,Manufacturing,1194
202081,Transportation,238
215012,Transportation,586
215012,Government,1544
215012,Healthcare,19
215012,Education,513
215012,Professional Services,502
33052,Professional Services,16
33052,Education,117
33052,Manufacturing,240
33052,Government,67
11003,Professional Services,313
11003,Retail,492
11003,Healthcare,59
11003,Hospitality,75
83372,Education,116
83372,Government,37
83372,Healthcare,193
83372,Transportation,914
83372,Hospitality,181
83372,Professional Services,7
133192,Retail,178
133192,Transportation,121
133192,Healthcare,1077
133192,Hospitality,315
133093,Professional Services,146
133093,Hospitality,1764
133093,Transportation,207
133093,Healthcare,99
133093,Education,944
170551,Manufacturing,395
170551,Transportation,318
170551,Education,740
170551,Government,157
170551,Retail,511
83061,Government,32
83061,Professional Services,27
83061,Education,1
83061,Transportation,149
83061,Manufacturing,336
175011,Manufacturing,434
175011,Transportation,170
175011,Professional Services,1040
175011,Hospitality,684
175011,Government,218
201103,Manufacturing,1343
201103,Professional Services,189
201103,Transportation,13
201103,Government,524
201103,Education,1062
85042,Transportation,252
85042,Government,82
85042,Professional Services,1262
85042,Education,1396
170582,Transportation,3113
170582,Professional Services,758
170582,Government,300
170582,Manufacturing,5
170582,Retail,607
100054,Retail,20
100054,Hospitality,1128
100054,Government,1930
100054,Transportation,212
100054,Professional Services,438
100054,Manufacturing,102
83652,Healthcare,274
83652,Transportation,638
83652,Government,559
83652,Manufacturing,92
83652,Hospitality,1169
170343,Retail,878
170343,Transportation,194
170343,Manufacturing,179
170343,Education,443
170343,Hospitality,4
82022,Healthcare,117
82022,Manufacturing,22
82022,Hospitality,37
82022,Education,46
82022,Professional Services,123
82022,Retail,61
29031,Education,802
29031,Transportation,216
29031,Government,203
29031,Hospitality,908
29031,Retail,533
128003,Education,477
128003,Hospitality,181
128003,Professional Services,660
128003,Transportation,861
73041,Manufacturing,1822
73041,Healthcare,174
73041,Hospitality,261
73041,Government,52
46002,Government,119
46002,Retail,132
46002,Manufacturing,160
46002,Hospitality,36
46002,Professional Services,127
156013,Healthcare,414
156013,Education,169
156013,Manufacturing,52
156013,Retail,22
156013,Professional Services,27
12021,Government,1799
12021,Healthcare,754
12021,Transportation,644
12021,Education,1468
58021,Healthcare,5
58021,Retail,576
58021,Professional Services,268
58021,Transportation,690
58021,Education,206
202141,Professional Services,161
202141,Transportation,350
202141,Healthcare,1136
202141,Government,239
202141,Manufacturing,1452
124011,Manufacturing,51
124011,Transportation,281
124011,Retail,205
124011,Hospitality,65
124011,Healthcare,174
124011,Education,1079
170391,Transportation,220
170391,Professional Services,371
170391,Education,723
170391,Healthcare,348
170391,Hospitality,195
121022,Professional Services,713
121022,Government,1130
121022,Retail,348
121022,Education,1010
121022,Transportation,320
121022,Manufacturing,685
210011,Healthcare,260
210011,Education,322
210011,Manufacturing,186
210011,Hospitality,367
139062,Government,378
139062,Manufacturing,413
139062,Professional Services,197
139062,Healthcare,4
139062,Hospitality,833
139062,Education,146
166173,Transportation,56
166173,Healthcare,595
166173,Education,65
166173,Retail,105
166173,Professional Services,266
166173,Manufacturing,106
165041,Professional Services,696
165041,Hospitality,361
165041,Education,22
165041,Government,144
165041,Retail,1
100012,Manufacturing,176
100012,Healthcare,49
100012,Transportation,392
100012,Hospitality,739
100012,Government,13
157041,Government,246
157041,Retail,165
157041,Hospitality,354
157041,Transportation,1266
157041,Healthcare,177
8002,Hospitality,28
8002,Transportation,176
8002,Healthcare,160
8002,Government,536
8002,Professional Services,275
200311,Education,632
200311,Manufacturing,802
200311,Transportation,413
200311,Healthcare,3751
133062,Manufacturing,146
133062,Government,168
133062,Hospitality,340
133062,Retail,154
140013,Manufacturing,794
140013,Transportation,229
140013,Education,193
140013,Retail,312
170652,Retail,7
170652,Government,430
170652,Healthcare,125
170652,Transportation,241
170652,Professional Services,79
170652,Hospitality,335
